index,opt_cost_model,opt_dist_model,opt_cost_sim,opt_dist_sim,pp_cost_model,pp_dist_model,pp_cost_sim,pp_dist_sim,ratio_opt_model,ratio_opt_sim,ratio_pp_model,ratio_pp_sim,wind_direction
0,3870.82071253645,13928.0035987029,12852.770343091586,23134.15624224456,8303.421133927719,12000.0,18760.99511320284,26366.52791388348,0.2779164066914037,0.5555754966166236,0.6919517611606433,0.7115459105756623,0
1,4097.44580127812,14727.0779853969,13612.16465624274,24465.127661551156,8304.94618017786,12000.0,17647.527751729893,21529.220868744484,0.2782253075145709,0.5563905018012766,0.692078848348155,0.8197011800529241,15
2,4671.94608001117,13928.0035987029,13142.89113082156,22862.699425999614,8304.94618017786,12000.0,16666.521476642516,19560.36922766979,0.33543544463517105,0.5748617381495807,0.692078848348155,0.8520555661631538,30
3,5212.60066508605,14727.0779853969,15282.400854997542,25277.306958921334,8384.98563089563,12000.0,14897.847264092075,17973.062782516834,0.3539467007817008,0.6045897563309763,0.6987488025746358,0.8288986381655468,45
4,6754.20393770849,18000.9139291164,20629.18168031879,32617.201405618594,8384.98563089563,12000.0,13116.445536435862,16386.55881599511,0.37521450101395104,0.6324632645143258,0.6987488025746358,0.8004392919660928,60
5,8277.52496140659,12211.657094214299,12847.426194569249,16017.88703312292,8448.05235157274,12000.0,10963.665968597772,14428.550308404185,0.6778379787071125,0.8020674741932211,0.7040043626310617,0.7598591496896105,75
6,8448.05235157274,12000.0,8708.701669178286,12277.088861257826,8448.05235157274,12000.0,8708.701669178286,12277.088861257826,0.7040043626310617,0.7093458202994593,0.7040043626310617,0.7093458202994593,90
7,8447.965807919829,12000.0,10987.495383662354,14428.549861466341,8447.965807919829,12000.0,10987.495383662354,14428.549861466341,0.7039971506599857,0.7615107193139449,0.7039971506599857,0.7615107193139449,105
8,8447.965807919829,12000.0,13153.866323123835,16386.558329917174,8447.965807919829,12000.0,13153.866323123835,16386.558329917174,0.7039971506599857,0.8027229426882541,0.7039971506599857,0.8027229426882541,120
9,8381.64959818667,12000.0,14934.433576474086,17973.062461470727,8381.64959818667,12000.0,14934.433576474086,17973.062461470727,0.6984707998488892,0.8309342722471131,0.6984707998488892,0.8309342722471131,135
10,8381.64959818667,12000.0,16693.203849922582,19560.36967266981,8381.64959818667,12000.0,16693.203849922582,19560.36967266981,0.6984707998488892,0.853419650511345,0.6984707998488892,0.853419650511345,150
11,8303.421133927719,12000.0,17658.02920577736,21529.22044056799,8303.421133927719,12000.0,17658.02920577736,21529.22044056799,0.6919517611606433,0.8201889731457225,0.6919517611606433,0.8201889731457225,165
12,8303.421133927719,12000.0,18756.127953071442,26366.527128426536,8303.421133927719,12000.0,18756.127953071442,26366.527128426536,0.6919517611606433,0.7113613355947019,0.6919517611606433,0.7113613355947019,180
13,8304.94618017786,12000.0,18620.767733493358,26274.039507997208,8304.94618017786,12000.0,18620.767733493358,26274.039507997208,0.692078848348155,0.7087135469909615,0.692078848348155,0.7087135469909615,195
14,8304.94618017786,12000.0,18626.255368270307,26277.385276177796,8304.94618017786,12000.0,18626.255368270307,26277.385276177796,0.692078848348155,0.7088321449225867,0.692078848348155,0.7088321449225867,210
15,8384.98563089563,12000.0,18620.43011139644,26278.252396318505,8384.98563089563,12000.0,18620.43011139644,26278.252396318505,0.6987488025746358,0.7085870791774989,0.6987488025746358,0.7085870791774989,225
16,8384.98563089563,12000.0,18622.009298622692,26269.1444243831,8384.98563089563,12000.0,18622.009298622692,26269.1444243831,0.6987488025746358,0.7088928743845074,0.6987488025746358,0.7088928743845074,240
17,8448.05235157274,12000.0,16845.60625371305,23567.249107594318,8448.05235157274,12000.0,16845.60625371305,23567.249107594318,0.7040043626310617,0.7147888231165985,0.7040043626310617,0.7147888231165985,255
18,8448.05235157274,12000.0,8491.720660617606,12065.872651536436,8448.05235157274,12000.0,8491.720660617606,12065.872651536436,0.7040043626310617,0.7037800667932869,0.7040043626310617,0.7037800667932869,270
19,8283.748507283859,12241.796611158301,18505.04849906118,26269.080894839903,8447.965807919829,12000.0,16828.18448525446,23567.24942147769,0.6766775147802478,0.7044421756947031,0.7039971506599857,0.7140495772034527,285
20,6834.437375140689,18375.9920101009,21002.614633054374,33758.963914126005,8447.965807919829,12000.0,18620.869864639557,26269.14457771372,0.3719220911384779,0.6221344555028272,0.7039971506599857,0.7088494948722912,300
21,5212.2244623242295,14848.996344382,15375.30180178271,25898.643506749213,8381.64959818667,12000.0,18625.900008991437,26278.252415003422,0.35101527008566025,0.5936720893422812,0.6984707998488892,0.7087952316934547,315
22,4638.03435500705,13928.0035987029,13132.05305197615,23163.64760129004,8381.64959818667,12000.0,18627.518546029605,26277.385922999365,0.33300065742652346,0.5669250921968263,0.6984707998488892,0.7088801983809893,330
23,4122.17133808113,14848.996344382,13673.502588299216,24645.772560103604,8303.421133927719,12000.0,18622.33748753529,26274.040328939762,0.27760605784246967,0.5548011349595015,0.6919517611606433,0.7087732702847213,345
